session_id,customer_id,station_id,session_start_time,kwh_charged,cost_per_kwh,total_cost
S105087,C7379,98,2024-08-25 09:20:00,64.349264,22.5,1447.85844
S105088,C7379,50,2024-09-27 16:47:00,52.46258,18.0,944.32644
S105089,C7379,155,2024-08-15 18:44:00,60.850145,13.5,821.476958
S10509,C0737,98,2024-10-26 10:27:00,15.655787,22.5,352.255207
S105090,C7379,18,2024-09-01 13:31:00,43.808872,18.0,788.559696
S105091,C7380,26,2024-08-30 16:15:00,15.007342,18.0,270.132156
S105092,C7380,155,2024-10-06 18:37:00,21.56,13.5,291.06
S105093,C7380,50,2024-09-18 20:46:00,21.56,18.0,388.08
S105094,C7380,109,2024-10-22 19:17:00,13.600065,13.5,183.600878
S105095,C7380,147,2024-10-27 05:02:00,18.472755,18.0,332.50959
S105096,C7380,180,2024-09-25 20:33:00,14.58861,18.0,262.59498
S105097,C7380,152,2024-08-31 04:57:00,19.043793,18.0,342.788274
S105098,C7380,115,2024-10-15 19:12:00,21.56,13.5,291.06
S105099,C7380,144,2024-09-08 08:16:00,21.56,18.0,388.08
S10510,C0737,21,2024-09-11 16:40:00,15.68,22.5,352.8
S105100,C7380,9,2024-09-24 14:36:00,15.593518,13.5,210.512493
S105101,C7380,151,2024-09-25 10:28:00,12.689116,18.0,228.404088
S105102,C7380,98,2024-10-16 22:57:00,15.121841,22.5,340.241422
S105103,C7380,27,2024-09-13 08:16:00,16.366833,22.5,368.253742
S105104,C7381,32,2024-08-19 09:01:00,15.68,13.5,211.68
S105105,C7381,189,2024-09-25 07:09:00,13.927426,22.5,313.367085
S105106,C7381,76,2024-09-01 18:08:00,15.68,18.0,282.24
S105107,C7381,57,2024-09-05 07:07:00,15.68,18.0,282.24
S105108,C7381,142,2024-10-15 12:50:00,15.68,13.5,211.68
S105109,C7381,164,2024-09-12 06:46:00,15.68,13.5,211.68
S10511,C0737,168,2024-11-07 02:01:00,14.026201,22.5,315.589522
S105110,C7381,180,2024-09-08 14:51:00,15.68,18.0,282.24
S105111,C7381,88,2024-09-13 04:32:00,15.68,22.5,352.8
S105112,C7381,174,2024-10-25 17:59:00,15.418643,18.0,277.535574
S105113,C7381,27,2024-09-13 18:51:00,15.68,22.5,352.8
S105114,C7381,167,2024-10-01 13:26:00,15.68,13.5,211.68
S105115,C7381,8,2024-10-14 13:39:00,15.68,18.0,282.24
S105116,C7381,2,2024-10-17 06:50:00,15.68,18.0,282.24
S105117,C7381,181,2024-11-07 11:39:00,15.68,18.0,282.24
S105118,C7382,98,2024-10-11 12:39:00,21.07,22.5,474.075
S105119,C7382,32,2024-10-06 01:05:00,21.07,13.5,284.445
S10512,C0737,93,2024-10-30 15:10:00,15.68,22.5,352.8
S105120,C7382,21,2024-08-31 23:21:00,18.635483,22.5,419.298368
S105121,C7382,174,2024-09-16 15:09:00,16.289502,18.0,293.211036
S105122,C7382,118,2024-10-08 15:20:00,13.515832,13.5,182.463732
S105123,C7382,24,2024-11-04 10:15:00,19.939354,13.5,269.181279
S105124,C7382,196,2024-10-15 11:06:00,17.757008,13.5,239.719608
S105125,C7382,21,2024-08-23 16:55:00,19.297173,22.5,434.186393
S105126,C7382,92,2024-10-25 12:08:00,15.803716,18.0,284.466888
S105127,C7382,18,2024-10-12 19:29:00,14.72296,18.0,265.01328
S105128,C7382,155,2024-10-20 21:55:00,20.782006,13.5,280.557081
S105129,C7382,138,2024-08-24 14:44:00,18.544066,18.0,333.793188
S10513,C0737,189,2024-08-17 09:20:00,15.68,22.5,352.8
S105130,C7382,97,2024-09-21 02:34:00,20.398469,18.0,367.172442
S105131,C7382,109,2024-08-23 13:44:00,21.07,13.5,284.445
S105132,C7382,12,2024-08-31 13:40:00,20.816748,18.0,374.701464
S105133,C7383,57,2024-09-30 20:04:00,21.56,18.0,388.08
S105134,C7383,50,2024-09-16 18:56:00,20.434369,18.0,367.818642
S105135,C7383,56,2024-09-01 06:18:00,21.56,18.0,388.08
S105136,C7383,115,2024-09-17 02:05:00,19.331514,13.5,260.975439
S105137,C7383,76,2024-09-01 02:29:00,12.994026,18.0,233.892468
S105138,C7383,51,2024-08-24 01:05:00,21.56,22.5,485.1
S105139,C7383,88,2024-08-16 15:02:00,17.525989,22.5,394.334752
S10514,C0737,71,2024-10-16 22:34:00,15.148716,13.5,204.507666
S105140,C7383,56,2024-08-12 03:52:00,15.780778,18.0,284.054004
S105141,C7383,109,2024-09-28 23:30:00,13.262977,13.5,179.050189
S105142,C7383,40,2024-10-09 14:16:00,20.653209,13.5,278.818322
S105143,C7383,97,2024-10-25 08:40:00,20.129367,18.0,362.328606
S105144,C7383,21,2024-09-30 15:36:00,17.796737,22.5,400.426582
S105145,C7384,12,2024-10-08 08:07:00,18.13,18.0,326.34
S105146,C7384,59,2024-10-15 19:43:00,18.13,13.5,244.755
S105147,C7384,12,2024-09-24 15:14:00,18.13,18.0,326.34
S105148,C7384,51,2024-11-02 06:01:00,18.13,22.5,407.925
S105149,C7384,41,2024-08-14 11:21:00,18.13,22.5,407.925
S10515,C0737,181,2024-09-30 02:44:00,15.68,18.0,282.24
S105150,C7384,152,2024-10-23 11:31:00,18.13,18.0,326.34
S105151,C7384,152,2024-08-11 12:44:00,18.13,18.0,326.34
S105152,C7384,168,2024-10-12 15:53:00,18.13,22.5,407.925
S105153,C7384,142,2024-09-07 04:53:00,18.13,13.5,244.755
S105154,C7384,189,2024-10-17 18:13:00,18.13,22.5,407.925
S105155,C7384,189,2024-09-30 08:58:00,18.13,22.5,407.925
S105156,C7384,197,2024-11-07 09:29:00,18.13,18.0,326.34
S105157,C7384,89,2024-08-31 00:19:00,18.13,13.5,244.755
S105158,C7385,92,2024-08-30 08:01:00,28.109423,18.0,505.969614
S105159,C7385,164,2024-10-25 19:17:00,27.612611,13.5,372.770249
S10516,C0737,182,2024-10-02 12:09:00,15.68,18.0,282.24
S105160,C7385,9,2024-09-12 03:16:00,28.616,13.5,386.316
S105161,C7385,40,2024-11-07 19:52:00,19.52056,13.5,263.52756
S105162,C7385,93,2024-09-29 05:00:00,17.777446,22.5,399.992535
S105163,C7385,151,2024-10-06 11:01:00,28.616,18.0,515.088
S105164,C7385,87,2024-10-20 21:24:00,28.616,13.5,386.316
S105165,C7385,180,2024-09-03 03:55:00,28.616,18.0,515.088
S105166,C7385,189,2024-09-02 22:31:00,28.616,22.5,643.86
S105167,C7385,174,2024-10-18 22:11:00,28.616,18.0,515.088
S105168,C7385,72,2024-10-30 18:42:00,20.155181,22.5,453.491572
S105169,C7385,92,2024-10-05 21:33:00,28.616,18.0,515.088
S10517,C0737,36,2024-10-31 21:12:00,15.68,18.0,282.24
S105170,C7385,97,2024-10-17 08:55:00,19.93785,18.0,358.8813
S105171,C7386,182,2024-08-21 17:56:00,30.578783,18.0,550.418094
S105172,C7386,98,2024-08-26 17:30:00,34.612396,22.5,778.77891
S105173,C7386,197,2024-10-14 08:27:00,29.998902,18.0,539.980236
S105174,C7386,142,2024-10-17 13:27:00,30.74669,13.5,415.080315
S105175,C7386,118,2024-10-21 11:29:00,31.554514,13.5,425.985939
S105176,C7386,32,2024-09-05 14:32:00,23.309789,13.5,314.682151
S105177,C7386,75,2024-10-06 10:11:00,29.315995,13.5,395.765933
S105178,C7386,189,2024-09-25 04:21:00,38.612,22.5,868.77
S105179,C7386,174,2024-09-15 09:16:00,30.674084,18.0,552.133512
S10518,C0737,138,2024-09-18 14:25:00,13.845382,18.0,249.216876
S105180,C7386,32,2024-08-12 14:08:00,27.614896,13.5,372.801096
S105181,C7386,24,2024-09-17 02:25:00,37.706875,13.5,509.042812
S105182,C7386,60,2024-09-17 15:49:00,38.612,18.0,695.016
S105183,C7387,157,2024-09-17 13:19:00,12.486535,22.5,280.947038
S105184,C7387,155,2024-10-10 13:49:00,14.390997,13.5,194.278459
S105185,C7387,147,2024-09-24 08:03:00,14.276942,18.0,256.984956
S105186,C7387,92,2024-11-03 03:35:00,19.6,18.0,352.8
S105187,C7387,58,2024-11-02 08:41:00,17.780361,13.5,240.034874
S105188,C7387,25,2024-08-11 21:27:00,19.6,13.5,264.6
S105189,C7387,56,2024-09-20 14:49:00,18.267842,18.0,328.821156
S10519,C0737,24,2024-09-15 16:54:00,15.68,13.5,211.68
S105190,C7387,130,2024-09-07 15:50:00,19.6,22.5,441.0
S105191,C7387,167,2024-10-25 23:34:00,15.498934,13.5,209.235609
S105192,C7387,50,2024-10-06 12:29:00,14.765694,18.0,265.782492
S105193,C7387,58,2024-10-21 14:18:00,16.959635,13.5,228.955072
S105194,C7387,197,2024-08-28 10:19:00,16.272161,18.0,292.898898
S105195,C7387,108,2024-09-19 09:10:00,17.378277,18.0,312.808986
S105196,C7387,51,2024-09-29 08:23:00,14.903546,22.5,335.329785
S105197,C7387,115,2024-08-21 17:50:00,19.6,13.5,264.6
S105198,C7387,87,2024-09-15 06:25:00,13.695598,13.5,184.890573
S105199,C7387,109,2024-09-05 19:36:00,10.955336,13.5,147.897036
S10520,C0737,40,2024-09-24 16:59:00,15.68,13.5,211.68
S105200,C7387,152,2024-11-07 10:41:00,19.6,18.0,352.8
S105201,C7387,144,2024-10-04 03:40:00,16.464496,18.0,296.360928
S105202,C7388,144,2024-10-08 04:51:00,21.128453,18.0,380.312154
S105203,C7388,190,2024-08-13 13:15:00,11.055759,18.0,199.003662
S105204,C7388,185,2024-09-12 13:13:00,21.057047,13.5,284.270134
S105205,C7388,32,2024-09-04 09:36:00,18.661673,13.5,251.932586
S105206,C7388,75,2024-11-05 22:04:00,19.939589,13.5,269.184452
S105207,C7388,180,2024-08-12 01:44:00,13.860991,18.0,249.497838
S105208,C7388,9,2024-10-05 15:39:00,15.657337,13.5,211.37405
S105209,C7388,21,2024-09-28 17:13:00,21.56,22.5,485.1
S10521,C0737,63,2024-11-06 19:35:00,15.68,13.5,211.68
S105210,C7388,189,2024-11-07 17:23:00,17.591155,22.5,395.800988
S105211,C7388,130,2024-10-13 23:57:00,16.073792,22.5,361.66032
S105212,C7388,93,2024-08-26 04:03:00,21.56,22.5,485.1
S105213,C7388,98,2024-09-13 01:11:00,13.292901,22.5,299.090273
S105214,C7388,21,2024-09-11 08:45:00,18.347436,22.5,412.81731
S105215,C7388,26,2024-09-25 08:58:00,13.991358,18.0,251.844444
S105216,C7388,68,2024-08-19 14:49:00,21.56,18.0,388.08
S105217,C7388,71,2024-09-21 10:09:00,17.698109,13.5,238.924471
S105218,C7389,190,2024-09-16 08:00:00,21.567589,18.0,388.216602
S105219,C7389,2,2024-09-17 16:32:00,12.492213,18.0,224.859834
S10522,C0737,147,2024-09-11 23:04:00,14.072831,18.0,253.310958
S105220,C7389,71,2024-10-23 15:41:00,23.648876,13.5,319.259826
S105221,C7389,18,2024-08-21 15:30:00,15.348124,18.0,276.266232
S105222,C7389,190,2024-08-14 10:28:00,16.444781,18.0,296.006058
S105223,C7389,68,2024-09-13 03:23:00,29.4,18.0,529.2
S105224,C7389,76,2024-08-22 19:33:00,19.68996,18.0,354.41928
S105225,C7389,186,2024-09-01 08:52:00,22.643029,13.5,305.680891
S105226,C7389,18,2024-10-08 11:10:00,9.652878,18.0,173.751804
S105227,C7389,109,2024-09-28 15:14:00,14.085573,13.5,190.155236
S105228,C7389,63,2024-09-11 06:25:00,18.904417,13.5,255.209629
S105229,C7389,182,2024-08-21 17:55:00,20.584661,18.0,370.523898
S10523,C0737,59,2024-08-17 01:49:00,14.489091,13.5,195.602729
S105230,C7389,23,2024-08-15 00:14:00,16.30788,22.5,366.9273
S105231,C7389,168,2024-09-09 09:04:00,9.368733,22.5,210.796493
S105232,C7389,155,2024-10-20 08:18:00,17.062424,13.5,230.342724
S105233,C7390,196,2024-10-19 11:19:00,39.69,13.5,535.815
S105234,C7390,180,2024-09-28 22:50:00,39.69,18.0,714.42
S105235,C7390,155,2024-08-20 18:38:00,39.69,13.5,535.815
S105236,C7390,93,2024-10-19 20:10:00,39.69,22.5,893.025
S105237,C7390,59,2024-08-13 08:40:00,39.69,13.5,535.815
S105238,C7390,181,2024-09-05 17:53:00,39.69,18.0,714.42
S105239,C7390,51,2024-09-01 20:52:00,39.69,22.5,893.025
S10524,C0737,138,2024-10-23 20:19:00,8.526262,18.0,153.472716
S105240,C7390,167,2024-09-29 16:39:00,39.69,13.5,535.815
S105241,C7390,24,2024-10-08 01:38:00,39.69,13.5,535.815
S105242,C7390,144,2024-10-20 18:11:00,39.69,18.0,714.42
S105243,C7390,188,2024-09-28 10:02:00,39.69,18.0,714.42
S105244,C7390,12,2024-08-30 11:58:00,39.69,18.0,714.42
S105245,C7390,190,2024-09-10 13:31:00,39.69,18.0,714.42
S105246,C7390,57,2024-09-13 20:10:00,39.69,18.0,714.42
S105247,C7390,97,2024-09-05 15:00:00,38.111772,18.0,686.011896
S105248,C7390,41,2024-11-04 04:46:00,39.69,22.5,893.025
S105249,C7390,89,2024-10-26 10:55:00,39.69,13.5,535.815
S10525,C0737,21,2024-08-14 19:17:00,15.63149,22.5,351.708525
S105250,C7391,151,2024-10-01 12:01:00,18.13,18.0,326.34
S105251,C7391,142,2024-10-09 09:48:00,18.13,13.5,244.755
S105252,C7391,168,2024-09-05 13:41:00,18.13,22.5,407.925
S105253,C7391,115,2024-11-03 16:59:00,18.13,13.5,244.755
S105254,C7391,190,2024-10-02 08:43:00,18.13,18.0,326.34
S105255,C7391,75,2024-08-28 15:59:00,18.13,13.5,244.755
S105256,C7391,188,2024-09-24 15:12:00,18.13,18.0,326.34
S105257,C7391,115,2024-09-03 06:50:00,18.13,13.5,244.755
S105258,C7391,23,2024-09-15 01:27:00,18.13,22.5,407.925
S105259,C7391,98,2024-09-14 16:26:00,18.13,22.5,407.925
S10526,C0738,32,2024-11-05 12:13:00,59.29,13.5,800.415
S105260,C7391,140,2024-10-05 10:07:00,18.13,18.0,326.34
S105261,C7391,164,2024-10-01 15:43:00,18.13,13.5,244.755
S105262,C7391,197,2024-09-08 18:16:00,18.13,18.0,326.34
S105263,C7392,24,2024-09-27 22:21:00,29.596,13.5,399.546
S105264,C7392,92,2024-08-27 13:37:00,27.147941,18.0,488.662938
S105265,C7392,181,2024-09-27 16:02:00,28.392811,18.0,511.070598
S105266,C7392,26,2024-08-11 07:07:00,28.286464,18.0,509.156352
S105267,C7392,115,2024-10-15 12:01:00,29.596,13.5,399.546
S105268,C7392,92,2024-09-20 02:26:00,28.428825,18.0,511.71885
S105269,C7392,167,2024-09-21 13:41:00,27.562546,13.5,372.094371
S10527,C0738,164,2024-09-12 07:15:00,48.844285,13.5,659.397848
S105270,C7392,108,2024-08-29 08:49:00,23.810763,18.0,428.593734
S105271,C7392,93,2024-10-23 14:49:00,29.596,22.5,665.91
S105272,C7392,92,2024-10-14 13:15:00,22.219097,18.0,399.943746
S105273,C7392,23,2024-10-05 12:35:00,29.596,22.5,665.91
S105274,C7393,41,2024-11-03 12:33:00,16.954,22.5,381.465
S105275,C7393,87,2024-11-06 09:50:00,16.954,13.5,228.879
S105276,C7393,196,2024-08-12 11:08:00,16.954,13.5,228.879
S105277,C7393,142,2024-09-14 02:41:00,16.954,13.5,228.879
S105278,C7393,168,2024-10-13 12:32:00,16.954,22.5,381.465
S105279,C7393,180,2024-10-17 09:53:00,16.954,18.0,305.172
S10528,C0738,190,2024-09-11 08:13:00,46.396606,18.0,835.138908
S105280,C7393,57,2024-10-21 10:09:00,16.954,18.0,305.172
S105281,C7393,9,2024-09-12 19:23:00,16.954,13.5,228.879
S105282,C7393,182,2024-09-17 18:04:00,16.954,18.0,305.172
S105283,C7393,24,2024-10-01 01:51:00,16.954,13.5,228.879
S105284,C7393,24,2024-10-01 12:34:00,16.954,13.5,228.879
S105285,C7393,56,2024-09-25 16:28:00,16.954,18.0,305.172
S105286,C7394,63,2024-09-24 11:01:00,18.13,13.5,244.755
S105287,C7394,98,2024-08-22 15:29:00,18.13,22.5,407.925
S105288,C7394,25,2024-08-28 23:12:00,18.13,13.5,244.755
S105289,C7394,9,2024-10-01 23:49:00,18.13,13.5,244.755
S10529,C0738,109,2024-10-31 06:04:00,59.29,13.5,800.415
S105290,C7394,185,2024-09-09 06:18:00,18.13,13.5,244.755
S105291,C7394,8,2024-09-03 11:29:00,18.13,18.0,326.34
S105292,C7394,40,2024-09-09 19:58:00,18.13,13.5,244.755
S105293,C7394,167,2024-10-08 12:21:00,18.13,13.5,244.755
S105294,C7394,63,2024-10-01 17:47:00,18.13,13.5,244.755
S105295,C7394,88,2024-10-08 08:41:00,18.13,22.5,407.925
S105296,C7394,27,2024-10-18 15:42:00,18.13,22.5,407.925
S105297,C7394,164,2024-09-02 19:41:00,18.13,13.5,244.755
S105298,C7394,36,2024-09-09 12:29:00,18.13,18.0,326.34
S105299,C7394,93,2024-10-16 16:53:00,18.13,22.5,407.925
S10530,C0738,108,2024-10-30 11:51:00,59.29,18.0,1067.22
S105300,C7395,26,2024-10-31 19:46:00,11.76,18.0,211.68
S105301,C7395,164,2024-09-20 15:21:00,11.76,13.5,158.76
S105302,C7395,190,2024-09-25 13:41:00,11.76,18.0,211.68
S105303,C7395,164,2024-08-15 13:54:00,11.76,13.5,158.76
S105304,C7395,151,2024-11-03 04:17:00,11.76,18.0,211.68
S105305,C7395,2,2024-10-29 05:11:00,11.76,18.0,211.68
S105306,C7395,181,2024-08-27 12:49:00,11.76,18.0,211.68
S105307,C7395,108,2024-08-16 16:47:00,11.76,18.0,211.68
S105308,C7395,59,2024-09-24 23:50:00,9.307545,13.5,125.651857
S105309,C7395,21,2024-10-15 21:30:00,11.76,22.5,264.6
S10531,C0738,189,2024-09-30 06:04:00,50.17482,22.5,1128.93345
S105310,C7396,58,2024-10-19 15:18:00,20.769369,13.5,280.386482
S105311,C7396,24,2024-09-30 18:43:00,28.616,13.5,386.316
S105312,C7396,196,2024-08-28 01:17:00,25.648874,13.5,346.259799
S105313,C7396,140,2024-10-28 04:12:00,21.979525,18.0,395.63145
S105314,C7396,130,2024-10-02 18:18:00,25.931259,22.5,583.453328
S105315,C7396,164,2024-09-23 16:11:00,28.616,13.5,386.316
S105316,C7396,140,2024-09-11 18:28:00,28.616,18.0,515.088
S105317,C7396,63,2024-11-02 15:35:00,28.616,13.5,386.316
S105318,C7396,180,2024-11-07 06:21:00,28.616,18.0,515.088
S105319,C7396,182,2024-11-01 14:40:00,28.616,18.0,515.088
S10532,C0738,189,2024-10-10 14:59:00,59.29,22.5,1334.025
S105320,C7396,197,2024-09-29 23:05:00,28.616,18.0,515.088
S105321,C7396,142,2024-08-30 23:46:00,24.848848,13.5,335.459448
S105322,C7397,72,2024-11-01 18:10:00,39.502328,22.5,888.80238
S105323,C7397,92,2024-10-27 19:31:00,39.69,18.0,714.42
S105324,C7397,7,2024-11-06 15:01:00,39.411779,18.0,709.412022
S105325,C7397,7,2024-10-21 07:59:00,39.69,18.0,714.42
S105326,C7397,97,2024-09-02 14:48:00,39.69,18.0,714.42
S105327,C7397,118,2024-10-11 08:05:00,39.69,13.5,535.815
S105328,C7397,18,2024-09-11 21:23:00,39.69,18.0,714.42
S105329,C7397,63,2024-10-19 07:51:00,39.69,13.5,535.815
S10533,C0738,108,2024-08-29 22:41:00,47.190231,18.0,849.424158
S105330,C7397,93,2024-08-17 16:10:00,39.69,22.5,893.025
S105331,C7397,32,2024-09-02 23:39:00,39.69,13.5,535.815
S105332,C7397,56,2024-10-04 19:35:00,39.69,18.0,714.42
S105333,C7397,76,2024-10-27 13:19:00,39.69,18.0,714.42
S105334,C7398,12,2024-09-17 09:05:00,15.2472,18.0,274.4496
S105335,C7398,87,2024-09-08 19:33:00,15.421009,13.5,208.183621
S105336,C7398,57,2024-09-09 09:55:00,15.68,18.0,282.24
S105337,C7398,23,2024-10-05 13:40:00,15.68,22.5,352.8
S105338,C7398,144,2024-09-27 12:09:00,15.68,18.0,282.24
S105339,C7398,92,2024-10-26 10:01:00,15.68,18.0,282.24
S10534,C0738,59,2024-08-23 01:06:00,51.916311,13.5,700.870199
S105340,C7398,92,2024-08-19 06:12:00,15.68,18.0,282.24
S105341,C7398,130,2024-10-21 15:08:00,15.68,22.5,352.8
S105342,C7398,88,2024-09-27 07:33:00,7.511773,22.5,169.014893
S105343,C7398,26,2024-10-31 00:06:00,15.68,18.0,282.24
S105344,C7398,27,2024-10-13 11:32:00,15.68,22.5,352.8
S105345,C7398,7,2024-10-29 17:08:00,15.68,18.0,282.24
S105346,C7398,118,2024-09-05 17:52:00,15.042993,13.5,203.080405
S105347,C7398,32,2024-11-02 10:02:00,15.68,13.5,211.68
S105348,C7398,9,2024-08-21 00:47:00,15.68,13.5,211.68
S105349,C7398,9,2024-08-14 09:01:00,15.68,13.5,211.68
S10535,C0738,196,2024-08-28 12:17:00,38.619007,13.5,521.356595
S105350,C7398,88,2024-10-19 11:09:00,12.920988,22.5,290.72223
S105351,C7398,88,2024-10-23 08:44:00,15.064731,22.5,338.956448
S105352,C7398,109,2024-09-20 14:06:00,15.68,13.5,211.68
S105353,C7398,167,2024-11-05 14:42:00,15.68,13.5,211.68
S105354,C7398,63,2024-10-08 15:14:00,15.68,13.5,211.68
S105355,C7398,87,2024-08-18 16:35:00,15.68,13.5,211.68
S105356,C7399,41,2024-08-28 13:46:00,12.105219,22.5,272.367428
S105357,C7399,7,2024-10-05 20:06:00,15.284658,18.0,275.123844
S105358,C7399,25,2024-09-29 17:40:00,15.68,13.5,211.68
S105359,C7399,63,2024-08-29 09:56:00,15.68,13.5,211.68
S10536,C0739,50,2024-08-21 16:57:00,19.440409,18.0,349.927362
S105360,C7400,138,2024-09-07 13:36:00,17.249901,18.0,310.498218
S105361,C7400,68,2024-08-25 18:15:00,11.715851,18.0,210.885318
S105362,C7400,152,2024-08-31 15:23:00,7.423417,18.0,133.621506
S105363,C7400,92,2024-09-19 16:49:00,12.213546,18.0,219.843828
S105364,C7400,164,2024-08-23 08:23:00,19.642909,13.5,265.179271
S105365,C7400,93,2024-08-22 20:53:00,19.575041,22.5,440.438423
S105366,C7400,36,2024-10-05 12:16:00,15.702717,18.0,282.648906
S105367,C7400,130,2024-10-07 04:35:00,17.958375,22.5,404.063438
S105368,C7400,115,2024-09-03 09:35:00,14.072874,13.5,189.983799
S105369,C7400,97,2024-09-16 14:53:00,21.75145,18.0,391.5261
S10537,C0739,27,2024-10-11 17:01:00,17.588346,22.5,395.737785
S105370,C7400,59,2024-09-14 10:00:00,12.744532,13.5,172.051182
S105371,C7400,75,2024-08-13 15:19:00,19.090034,13.5,257.715459
S105372,C7400,56,2024-08-21 14:51:00,13.645256,18.0,245.614608
S105373,C7400,152,2024-09-02 07:01:00,10.322518,18.0,185.805324
S105374,C7401,181,2024-11-07 08:21:00,21.56,18.0,388.08
S105375,C7401,21,2024-09-09 09:24:00,13.294286,22.5,299.121435
S105376,C7401,181,2024-08-24 17:17:00,17.766612,18.0,319.799016
S105377,C7401,108,2024-10-10 04:44:00,19.662235,18.0,353.92023
S105378,C7401,147,2024-08-25 11:15:00,21.56,18.0,388.08
S105379,C7401,115,2024-08-18 19:05:00,13.522771,13.5,182.557409
S10538,C0739,190,2024-11-06 13:15:00,15.312291,18.0,275.621238
S105380,C7401,97,2024-11-04 12:29:00,19.675581,18.0,354.160458
S105381,C7401,197,2024-09-06 08:03:00,15.305791,18.0,275.504238
S105382,C7401,130,2024-10-10 01:40:00,15.488305,22.5,348.486863
S105383,C7401,138,2024-09-26 23:13:00,15.249449,18.0,274.490082
S105384,C7401,23,2024-09-13 06:40:00,15.396631,22.5,346.424197
S105385,C7401,26,2024-08-21 11:04:00,20.237427,18.0,364.273686
S105386,C7401,71,2024-08-18 00:35:00,21.56,13.5,291.06
S105387,C7401,109,2024-09-30 04:42:00,21.56,13.5,291.06
S105388,C7401,144,2024-08-28 12:15:00,21.56,18.0,388.08
S105389,C7401,115,2024-10-13 00:25:00,14.980492,13.5,202.236642
S10539,C0739,26,2024-09-08 05:43:00,17.63188,18.0,317.37384
S105390,C7401,68,2024-10-04 19:00:00,21.56,18.0,388.08
S105391,C7401,63,2024-10-02 09:05:00,18.578085,13.5,250.804148
S105392,C7401,190,2024-09-28 10:53:00,20.173677,18.0,363.126186
S105393,C7401,27,2024-08-15 19:12:00,21.56,22.5,485.1
S105394,C7401,109,2024-09-24 10:08:00,17.491229,13.5,236.131592
S105395,C7402,164,2024-09-08 22:03:00,15.68,13.5,211.68
S105396,C7402,24,2024-10-29 18:11:00,15.68,13.5,211.68
S105397,C7402,164,2024-08-31 02:13:00,15.68,13.5,211.68
S105398,C7402,56,2024-08-15 12:25:00,15.68,18.0,282.24
S105399,C7402,59,2024-08-25 19:34:00,14.868209,13.5,200.720821
S10540,C0739,23,2024-11-03 19:59:00,17.139796,22.5,385.64541
S105400,C7402,108,2024-11-06 16:05:00,15.68,18.0,282.24
S105401,C7402,71,2024-09-11 11:45:00,15.68,13.5,211.68
S105402,C7402,118,2024-10-23 09:37:00,15.68,13.5,211.68
S105403,C7402,68,2024-09-19 13:27:00,9.920396,18.0,178.567128
S105404,C7402,58,2024-08-25 11:14:00,15.68,13.5,211.68
S105405,C7402,155,2024-09-14 07:59:00,15.68,13.5,211.68
S105406,C7402,180,2024-08-31 19:23:00,14.990152,18.0,269.822736
S105407,C7402,68,2024-09-09 11:38:00,15.437273,18.0,277.870914
S105408,C7402,189,2024-11-04 16:34:00,15.68,22.5,352.8
S105409,C7402,9,2024-11-02 01:34:00,15.68,13.5,211.68
S10541,C0739,97,2024-10-25 11:05:00,14.691016,18.0,264.438288
S105410,C7403,32,2024-09-15 09:18:00,26.757286,13.5,361.223361
S105411,C7403,92,2024-09-21 20:53:00,29.596,18.0,532.728
S105412,C7403,71,2024-10-23 13:03:00,29.596,13.5,399.546
S105413,C7403,155,2024-10-06 00:36:00,29.596,13.5,399.546
S105414,C7403,26,2024-08-27 00:23:00,29.266217,18.0,526.791906
S105415,C7403,167,2024-11-04 12:39:00,29.469355,13.5,397.836293
S105416,C7403,140,2024-09-14 09:51:00,29.596,18.0,532.728
S105417,C7403,93,2024-09-28 22:27:00,29.596,22.5,665.91
S105418,C7403,40,2024-10-25 02:44:00,29.596,13.5,399.546
S105419,C7403,56,2024-08-29 14:29:00,29.596,18.0,532.728
S10542,C0739,168,2024-11-01 22:20:00,19.594203,22.5,440.869568
S105420,C7403,87,2024-08-13 09:57:00,26.540962,13.5,358.302987
S105421,C7403,118,2024-09-07 09:46:00,24.350077,13.5,328.726039
S105422,C7403,197,2024-09-15 10:56:00,26.615864,18.0,479.085552
S105423,C7403,18,2024-08-30 20:46:00,29.596,18.0,532.728
S105424,C7403,32,2024-10-17 19:46:00,29.596,13.5,399.546
S105425,C7403,118,2024-11-02 16:58:00,26.719571,13.5,360.714208
S105426,C7403,59,2024-08-14 06:38:00,29.596,13.5,399.546
S105427,C7404,147,2024-08-27 13:33:00,12.798998,18.0,230.381964
S105428,C7404,76,2024-10-09 09:36:00,12.798553,18.0,230.373954
S105429,C7404,98,2024-08-11 08:15:00,17.939475,22.5,403.638188
S10543,C0739,27,2024-10-28 11:10:00,16.808203,22.5,378.184567
S105430,C7404,56,2024-10-23 02:34:00,23.260223,18.0,418.684014
S105431,C7404,189,2024-08-22 16:13:00,22.778866,22.5,512.524485
S105432,C7404,2,2024-08-17 15:43:00,16.046269,18.0,288.832842
S105433,C7404,93,2024-10-09 18:51:00,16.711847,22.5,376.016557
S105434,C7404,109,2024-09-04 12:27:00,20.857923,13.5,281.58196
S105435,C7404,18,2024-10-18 13:42:00,18.09698,18.0,325.74564
S105436,C7404,59,2024-09-17 00:08:00,19.317061,13.5,260.780324
S105437,C7404,185,2024-10-27 03:09:00,17.307209,13.5,233.647322
S105438,C7404,138,2024-09-08 09:00:00,15.73978,18.0,283.31604
